workload,cycles,cache-misses,instructions,cycle_activity.stalls_total,branch-misses,context-switches,iTLB-load-misses,IpCall,IpLoad,IpMispredict,BpTkBranch,MLP
context1,62087343550,7340129,52317856492,34249642686,164467166,6138535,13057353,38.18,3.79,343.72,1.84,1.68
context1,64086856684,7530010,54019746525,35348687496,169821895,6338386,13457030,38.18,3.79,343.53,1.84,1.68
context1,66087193586,7764375,55711589138,36447296484,175163946,6537009,13929406,38.18,3.79,343.52,1.84,1.68
context1,68095486605,8035802,57412704913,37555904652,180518616,6736752,14355786,38.18,3.79,343.48,1.84,1.68
context1,70102048312,8240221,59114923951,38666624042,185884577,6936546,14755631,38.18,3.79,343.39,1.84,1.68
context1,72111766329,8424637,60818245010,39770550768,191218051,7136517,15174982,38.18,3.79,343.48,1.84,1.68
context1,74120902635,8707453,62511729407,40875647881,196592796,7335382,15607311,38.18,3.79,343.5,1.84,1.68
context1,76129908388,8940163,64197054136,41994032611,201880882,7533129,16019536,38.18,3.79,343.48,1.84,1.68
context1,78137541662,9144942,65892774092,43100441827,207249738,7732189,16417909,38.18,3.79,343.43,1.84,1.68
context1,80139743735,9401747,67582342693,44201560740,212601967,7930600,16834218,38.18,3.79,343.54,1.84,1.68
context1,82147000418,9661381,69280037294,45309335221,217895071,8129963,17280522,38.18,3.79,343.52,1.84,1.68
context1,84155839706,9852022,70980128599,46414535141,223280826,8329309,17695613,38.18,3.79,343.54,1.84,1.68
context1,86157086451,10055736,72667880589,47514956838,228580629,8527469,18098625,38.18,3.79,343.47,1.84,1.68
context1,88160320848,10353578,74345586983,48615387327,233864120,8723691,18539611,38.19,3.79,343.35,1.84,1.68
context1,90165210237,10589061,76036833870,49722421650,239158800,8921996,18982702,38.19,3.79,343.37,1.84,1.68
context1,92162682638,10795487,77713667360,50822521988,244416391,9118732,19428897,38.19,3.79,343.45,1.84,1.68
context1,94178867390,11078245,79415459960,51942220752,249809542,9318501,19829843,38.19,3.79,343.44,1.84,1.68
context1,96180715882,11356827,81095593379,53051490399,255067584,9515777,20245646,38.19,3.79,343.37,1.84,1.68
context1,98167318011,11585573,82767155473,54138428511,260327399,9711769,20642163,38.19,3.79,343.3,1.84,1.68
context1,100168031622,11801306,84458933406,55238150784,265670011,9910386,21040709,38.19,3.79,343.33,1.84,1.68
context1,102154503104,12120214,86137140287,56339755014,270946279,10107455,21441533,38.19,3.79,343.33,1.84,1.68
context1,104138559250,12324531,87821827792,57446000143,276259765,10304897,21842813,38.19,3.79,343.31,1.84,1.68
context1,106149111757,12523259,89517705714,58558351962,281607441,10504042,22262537,38.19,3.79,343.38,1.84,1.68
context1,108153767131,12809956,91207326600,59669111968,286969290,10702266,22694054,38.19,3.79,343.37,1.84,1.68
context1,110157356969,13045242,92904462055,60771579756,292276219,10901555,23092724,38.19,3.79,343.36,1.84,1.68
context1,112158917239,13231514,94601659151,61871083211,297573800,11100764,23491472,38.19,3.79,343.36,1.84,1.68
context1,114156687934,13462761,96286713713,62977470441,302842798,11298188,23902549,38.19,3.79,343.4,1.84,1.68
context1,116156021328,13791905,97962339455,64082403720,308125749,11494929,24337517,38.19,3.79,343.45,1.84,1.68
context1,118154695371,13998454,99650432394,65178095450,313430793,11692798,24768503,38.19,3.79,343.49,1.84,1.68
context1,120151995191,14182966,101341720390,66275912223,318744055,11891394,25244397,38.19,3.79,343.5,1.84,1.68
context1,122154828752,14451206,103025370071,67385680778,324015286,12089092,25663622,38.19,3.79,343.42,1.84,1.68
context1,124161831129,14654637,104710735361,68498064656,329292899,12286997,26082296,38.19,3.79,343.36,1.84,1.68
context1,126172012692,14844986,106405833724,69610577378,334642094,12485863,26502311,38.19,3.79,343.3,1.84,1.68
context1,128176552357,15090854,108091044192,70717397391,339985592,12683639,26976269,38.19,3.79,343.19,1.84,1.68
context1,130182956722,15337293,109772369397,71832937524,345227585,12880991,27435811,38.19,3.79,343.21,1.84,1.68
context1,132182256977,15516109,111456150331,72936167523,350513503,13078501,27832760,38.19,3.79,343.24,1.84,1.68
context1,134185477983,15683402,113158958003,74041208854,355875345,13278456,28236733,38.19,3.79,343.32,1.84,1.68
context1,136161252452,15987238,114803316174,75122031670,361047788,13471210,28657710,38.19,3.79,343.39,1.84,1.68
context1,138151942036,16174651,116473966395,76220149054,366313209,13667409,29133654,38.19,3.79,343.45,1.84,1.68
context1,140150813283,16355108,118156046810,77318440333,371597176,13864894,29552576,38.19,3.79,343.43,1.84,1.68
context1,142151406570,16618918,119848193896,78425814783,376898758,14063538,29960991,38.19,3.79,343.4,1.84,1.68
context1,144139734075,16855342,121517565946,79518014333,382136548,14259409,30359793,38.19,3.79,343.42,1.84,1.68
context1,146146304999,17047685,123215712299,80623010665,387442894,14458802,30770849,38.19,3.79,343.44,1.84,1.68
context1,148155022050,17258845,124916166787,81738366557,392758260,14658276,31229537,38.19,3.79,343.45,1.84,1.68
context1,150147879419,17568336,126586812293,82838164392,397990830,14854420,31638151,38.19,3.79,343.45,1.84,1.68
context1,152152461593,17742471,128279819240,83939728435,403310241,15053187,32042003,38.19,3.79,343.41,1.84,1.68
context1,154163950968,17921112,129979945401,85047899964,408707777,15252821,32447434,38.19,3.79,343.34,1.84,1.68
context1,156163480495,18223497,131658706852,86154372116,413976611,15449764,32842441,38.19,3.79,343.38,1.84,1.68
context1,158165760548,18443193,133339826732,87264036338,419264449,15647196,33269395,38.19,3.79,343.39,1.84,1.68
context1,160154267955,18635224,135009033763,88362458408,424501523,15842991,33733371,38.19,3.79,343.44,1.84,1.68
context1,162156725314,18885928,136703674940,89468638084,429748027,16041936,34151286,38.19,3.79,343.46,1.84,1.68
context1,164157792549,19148753,138386878791,90575053980,435074362,16239437,34602504,38.19,3.79,343.5,1.84,1.68
context1,166157850141,19354008,140083722574,91681901131,440397183,16438690,35033646,38.19,3.79,343.57,1.84,1.68
context1,168167645141,19547762,141785137874,92789251731,445757551,16638457,35433394,38.19,3.79,343.56,1.84,1.68
context1,170169559014,19863462,143474774446,93890197438,451128955,16836781,35901713,38.19,3.79,343.58,1.84,1.68
context1,172173274451,20044824,145176657773,94987795470,456533450,17036402,36301376,38.19,3.79,343.59,1.84,1.68
context1,174168514512,20232630,146858425424,96081161314,461789089,17233425,36950224,38.19,3.79,343.55,1.84,1.68
context1,176172942816,20483658,148552642274,97186713631,467126524,17432427,37386248,38.19,3.79,343.53,1.84,1.68
context1,178176791669,20720401,150243479689,98296792088,472459643,17630995,37795975,38.19,3.79,343.53,1.84,1.68
context1,180171015798,20929443,151930345930,99397462963,477733971,17828711,38194159,38.19,3.79,343.53,1.84,1.68
context1,182173155123,21122236,153615845082,100503954883,482994473,18026617,38598227,38.19,3.79,343.58,1.84,1.68
context1,184170184309,21410558,155295868867,101607954734,488233688,18223887,38994381,38.19,3.79,343.57,1.84,1.68
context1,186167246632,21627355,156984592501,102713005906,493534053,18422194,39398486,38.19,3.79,343.58,1.84,1.68
context1,188165077467,21819226,158665131095,103815259385,498818351,18619298,39794140,38.19,3.79,343.52,1.84,1.68
context1,190163316743,22069683,160344762219,104909699641,504063425,18816548,40203507,38.19,3.79,343.54,1.84,1.68
context1,192159479717,22282408,162032208731,106012667107,509382995,19014582,40619186,38.19,3.79,343.52,1.84,1.68
context1,194153644840,22467190,163728264179,107108644892,514719021,19212854,41032753,38.19,3.79,343.55,1.84,1.68
context1,196154190227,22766326,165423036171,108213195216,520045995,19411823,41440842,38.19,3.79,343.52,1.84,1.68
context1,198152372312,22957117,167119258286,109308355566,525347006,19610928,41874995,38.19,3.79,343.49,1.84,1.68
context1,199922047163,23162015,168630198733,110292232911,530096345,19788168,42247538,38.19,3.79,343.48,1.84,1.68
spawn,2188930278,14416295,2316017146,1414041614,2788519,8378,670567,33.83,3.6,551.43,1.74,1.6
spawn,4817740633,33318804,5315345901,3266352333,6368666,19151,1544905,33.83,3.6,551.14,1.74,1.6
spawn,7335951500,51366409,8148539123,5009737658,9833665,29441,2363581,33.84,3.6,568.66,1.74,1.6
spawn,10455424366,69162819,10966999248,6743957879,13282744,39683,3183081,33.85,3.6,634.6,1.74,1.6
spawn,14015541238,87186457,13785535940,8493243829,16726962,49747,4007573,33.86,3.6,700.62,1.74,1.6
spawn,17576045910,105260515,16631804907,10227243234,20094955,59826,4841411,33.86,3.6,744.38,1.74,1.6
spawn,21158577740,123012259,19522126774,11982274599,23444713,70027,5674163,33.86,3.6,770.51,1.74,1.6
spawn,24717540021,141076810,22427241341,13727424106,26788861,80261,6523236,33.86,3.6,785.1,1.74,1.6
spawn,28285854383,159295759,25294563680,15479415430,30128454,90376,7345101,33.86,3.6,796.93,1.74,1.59
spawn,31840057772,177072159,28138511124,17220998340,33495390,100468,8166550,33.86,3.6,807.13,1.74,1.6
spawn,35326137783,194637777,31021225578,18968802795,36888652,110697,9008148,33.87,3.6,815.22,1.74,1.6
spawn,38889617270,212316740,33913132470,20714059877,40151453,120933,9857532,33.87,3.6,822.58,1.74,1.59
spawn,42454433287,230143707,36758285610,22465705423,43460536,131094,10685200,33.87,3.6,829.05,1.74,1.59
spawn,46088827742,247901247,39764660948,24293824141,46944062,141769,11563456,33.86,3.6,834.17,1.74,1.59
spawn,49646090953,265088995,42658438511,26037409986,50201928,152051,12419776,33.86,3.6,838.78,1.74,1.59
spawn,53201510549,282719141,45544272523,27786677154,53518295,162286,13255121,33.86,3.6,843.27,1.74,1.59
spawn,56784027128,300734581,48414835447,29567012432,56720612,172474,14099810,33.86,3.6,846.57,1.74,1.59
spawn,60322724466,318970471,51261593513,31298294062,60098843,182561,14919311,33.86,3.6,849.87,1.74,1.59
spawn,63901922976,337479615,54154579382,33040478436,63469096,192749,15754559,33.86,3.6,852.87,1.74,1.59
spawn,67465336319,355029075,57013641204,34780571684,66801924,202920,16594102,33.86,3.6,854.08,1.74,1.59
spawn,71008394820,373008063,59855932196,36537635091,70139757,212983,17414621,33.86,3.6,856.07,1.74,1.59
spawn,74565452785,391182139,62702285473,38279648480,73577303,223095,18243862,33.86,3.6,857.84,1.74,1.59
spawn,78123889002,408376192,65577427478,40012404500,76846277,233364,19085645,33.86,3.6,860.03,1.74,1.59
spawn,81503092216,426185986,68439227843,41760734194,80191602,243506,19915140,33.86,3.6,861.15,1.74,1.59
spawn,85050440334,444168332,71252325405,43514316717,83496986,253468,20736376,33.86,3.6,862.82,1.74,1.59
spawn,88620017187,462282136,74138517225,45258159389,86771651,263659,21560823,33.86,3.6,864.79,1.74,1.59
spawn,92172317943,479492065,76995252736,46989720524,90069249,273838,22388564,33.86,3.6,865.93,1.74,1.59
spawn,95727072140,497891158,79852615065,48734862948,93415963,283930,23207894,33.86,3.6,866.85,1.74,1.59
spawn,99273477244,516298099,82692659552,50500717951,96762728,294010,24036327,33.86,3.6,867.44,1.74,1.59
spawn,102821900579,534091356,85565397721,52235826765,100103312,304152,24879729,33.86,3.6,868.45,1.74,1.59
spawn,106378555312,551634665,88405480460,53961813966,103485463,314225,25705321,33.86,3.6,869.26,1.74,1.59
spawn,109948173812,569843276,91266578011,55725126038,106823692,324341,26543360,33.86,3.6,869.72,1.74,1.59
spawn,113457610597,588167249,94129762707,57477034149,110198616,334553,27375241,33.86,3.6,870.3,1.74,1.59
spawn,116980991517,606203193,96943483812,59197752563,113486607,344524,28188951,33.86,3.6,870.84,1.74,1.59
spawn,120548490186,623665295,99841813362,60940807764,116845287,354802,29043173,33.86,3.6,871.53,1.74,1.59
spawn,124036916059,642177724,102678254017,62690302676,120199790,364818,29865451,33.86,3.6,871,1.74,1.59
spawn,127560004609,659610973,105522604012,64423730638,123522804,374970,30697346,33.86,3.6,871.38,1.74,1.59
spawn,131129824969,677575593,108405737459,66165863283,126833389,385169,31521828,33.86,3.6,871.94,1.74,1.59
spawn,134666592761,695962348,111261370820,67910832959,130204150,395263,32348507,33.86,3.6,872.32,1.74,1.59
spawn,138224115439,711754296,114143306807,69651852739,133660921,405625,33182680,33.86,3.6,872.69,1.74,1.59
spawn,143417952711,745518930,119596392535,72994504655,140276171,425016,34769597,33.86,3.6,873.21,1.74,1.59
spawn,146966509558,763063450,122488422391,74745302507,143692642,435355,35599517,33.86,3.6,873.9,1.74,1.59
spawn,150539093967,780941134,125435756441,76538931575,146965499,445824,36469059,33.87,3.6,874.41,1.74,1.59
spawn,154256173969,799591325,128542394996,78424227307,150553108,456834,37369526,33.87,3.6,874.81,1.74,1.59
spawn,157736564928,817331266,131410546420,80159614656,153912754,467061,38202656,33.86,3.6,872.93,1.74,1.59
spawn,161196931334,834143161,134379875726,81929042637,157254723,477625,39084093,33.86,3.6,869.57,1.74,1.59
spawn,164708832487,852600015,137232271225,83691948915,160650365,487748,39912517,33.86,3.6,869.13,1.74,1.59
spawn,168055366029,871028355,140105082814,85442207210,164021181,497916,40752411,33.86,3.6,868.4,1.74,1.59
spawn,171311998661,889700397,143074037144,87251967353,167472514,508450,41615928,33.86,3.6,866.47,1.74,1.59
spawn,174878062288,906738238,145951619751,89003312696,170705848,518724,42449988,33.86,3.6,866.48,1.74,1.59
spawn,178414291222,924712525,148785103975,90756109985,174063058,528769,43274423,33.86,3.6,866.58,1.74,1.59
spawn,181959725265,942591409,151649420420,92513056493,177343408,538941,44095090,33.86,3.6,866.33,1.74,1.59
spawn,185465210758,959411469,154535754721,94269689552,180583726,549254,44934586,33.86,3.6,866.32,1.74,1.59
spawn,188826000368,976990134,157434852301,96012951446,183906783,559525,45773019,33.86,3.6,866.32,1.74,1.59
spawn,192332059184,995464600,160267940712,97782728042,187271809,569553,46604364,33.86,3.6,866.2,1.74,1.59
spawn,195873858452,1013027367,163119261767,99519825405,190671587,579656,47434184,33.86,3.6,866.4,1.74,1.59
spawn,199411566146,1030653115,166003423421,101257805689,194045297,589904,48272733,33.86,3.6,866.3,1.74,1.59
spawn,202924238730,1048266014,168871444269,102981858141,197344041,600027,49105717,33.86,3.6,866.59,1.74,1.59
spawn,206443657613,1066489836,171685816755,104738395674,200716787,610015,49929651,33.87,3.6,867.14,1.74,1.59
spawn,209940742985,1084368415,174589215314,106476158926,203972958,620248,50770476,33.87,3.6,867.54,1.74,1.59
spawn,213496392095,1101940881,177448681524,108209798916,207366049,630416,51602946,33.87,3.6,867.86,1.74,1.59
spawn,217062525437,1119561612,180301218046,109966997589,210673515,640544,52437037,33.87,3.6,868.42,1.74,1.59
spawn,220616546127,1137809198,183125436538,111713769891,214094919,650564,53253879,33.87,3.6,868.93,1.74,1.59
spawn,224189257500,1155649122,186015218800,113469160748,217415028,660815,54114934,33.87,3.6,869.2,1.74,1.59
spawn,227750414331,1173257775,188917524883,115217891161,220750899,671078,54961110,33.87,3.6,869.72,1.74,1.59
spawn,231326547093,1191504895,191785167393,116974943065,224141880,681235,55802525,33.87,3.6,870.35,1.74,1.59
spawn,234927796445,1209557109,194658666968,118763824721,227482883,691462,56635961,33.87,3.6,871.01,1.74,1.59
spawn,238441741505,1227388873,197552748517,120501852089,230790978,701698,57457909,33.87,3.6,871.19,1.74,1.59
spawn,242113241400,1246367924,200587748329,122342309024,234335236,712466,58343009,33.87,3.6,871.74,1.74,1.59
spawn,245534018371,1264065574,203436852888,124087566086,237617275,722549,59174398,33.87,3.6,871.72,1.74,1.59
spawn,249058838077,1282250584,206306682384,125845453602,240870333,732685,60007714,33.87,3.6,871.96,1.74,1.59
spawn,252573733028,1300410830,209180849302,127600251967,244235445,742847,60845080,33.87,3.6,872.06,1.74,1.59
spawn,256134940832,1317909138,212037734834,129332211128,247518933,753003,61676577,33.87,3.6,872.26,1.74,1.59
spawn,259714223880,1335303186,214923069397,131087322614,250778117,763240,62515941,33.87,3.6,872.47,1.74,1.59
spawn,263284090602,1353558426,217797394558,132849850502,254093877,773401,63350846,33.87,3.6,872.89,1.74,1.59
spawn,266811780924,1370855637,220678588241,134592531176,257403236,783640,64194210,33.87,3.6,873.05,1.74,1.59
spawn,270309931418,1388464850,223546403465,136334547743,260768334,793812,65027843,33.87,3.6,873.04,1.74,1.59
spawn,273880955669,1406904727,226410862228,138083187524,264046857,803965,65873947,33.87,3.6,873.38,1.74,1.59
spawn,277441552724,1424471214,229296562582,139822197433,267297381,814175,66716159,33.86,3.6,873.51,1.74,1.59
spawn,281007927787,1442385812,232167605015,141565549497,270686611,824372,67551569,33.87,3.6,873.91,1.74,1.59
spawn,284573025639,1460380839,235057746154,143305899927,274072009,834573,68393974,33.86,3.6,874.09,1.74,1.59
spawn,288125858127,1478445885,237866642096,145052194046,277425484,844566,69213084,33.87,3.6,874.4,1.74,1.59
spawn,291688160643,1496099139,240725460133,146782786458,280700438,854695,70038706,33.87,3.6,874.64,1.74,1.59
spawn,295237148630,1513601814,243592254161,148522443243,283999900,864840,70866731,33.87,3.6,874.8,1.74,1.59
spawn,298796505928,1531742899,246468290577,150265483316,287260789,875005,71707233,33.87,3.6,874.85,1.74,1.59
spawn,302356586617,1549845431,249339649779,152024974727,290557056,885162,72541348,33.86,3.6,875.1,1.74,1.59
spawn,305849826550,1567658481,252212485937,153765751436,293968783,895332,73386391,33.86,3.6,874.9,1.74,1.59
spawn,309411717436,1585701768,255097140331,155524616374,297245192,905545,74229675,33.86,3.6,875.05,1.74,1.59
spawn,312977801572,1604145250,257939212411,157281810992,300627662,915668,75059922,33.86,3.6,875.43,1.74,1.59
spawn,316535734473,1621603311,260807528353,159025175864,303923466,925910,75913034,33.87,3.6,875.37,1.74,1.59
spawn,320086631955,1638751258,263671386856,160775053533,307310542,936089,76748850,33.87,3.6,875.56,1.74,1.59
spawn,323660328169,1656852407,266555400252,162521411853,310651814,946282,77590205,33.87,3.6,875.82,1.74,1.59
spawn,327146811778,1675799542,269384589059,164280920173,314046593,956283,78411079,33.87,3.6,875.84,1.74,1.59
spawn,330681830130,1693946113,272266032879,166034481056,317369530,966442,79242550,33.87,3.6,876.09,1.74,1.59
spawn,334260333395,1712010336,275148763685,167777317997,320662745,976637,80079332,33.87,3.6,876.16,1.74,1.59
spawn,337818917694,1730130267,278027228493,169513223256,324053832,986831,80912510,33.87,3.6,876.13,1.74,1.59
spawn,341360836125,1748641724,280868914225,171279576506,327336530,996886,81730713,33.87,3.6,876.37,1.74,1.59
spawn,344900471765,1766889227,283758877095,173008796453,330628130,1007082,82563782,33.87,3.6,876.55,1.74,1.59
spawn,348279601140,1782927897,286347355042,174573770408,333655017,1016293,83312283,33.87,3.6,876.79,1.74,1.59
syscall,3870735456,76254,735041350,2639698365,2123144,6,2113484,32.13,3.31,345.96,1.84,1.42
syscall,8300160483,167522,1521481751,5471145172,4392695,17,5033891,32.13,3.31,346.48,1.84,1.41
syscall,12531163504,251009,2276317535,8189504615,6569944,25,9334867,32.13,3.31,346.5,1.84,1.43
syscall,16772153913,328006,3033136991,10913776965,8752156,26,13659658,32.13,3.31,346.56,1.84,1.44
syscall,21011815204,391037,3789185611,13638015764,10932079,29,16479380,32.12,3.31,346.6,1.84,1.44
syscall,25255239751,462615,4546269736,16365947777,13115379,36,19493166,32.12,3.31,346.63,1.84,1.44
syscall,29480053133,544561,5300981318,19083324496,15291211,39,23765589,32.13,3.31,346.64,1.84,1.44
syscall,33715302279,597956,6058088459,21810203757,17473864,42,26756158,32.13,3.31,346.66,1.84,1.44
syscall,37959166677,646362,6816009256,24534878793,19658910,48,30988102,32.13,3.31,346.68,1.84,1.43
syscall,42180034958,713973,7570521221,27254988573,21833985,49,33868128,32.13,3.31,346.7,1.84,1.43
syscall,46403925151,772895,8326693022,29975570297,24013768,51,37985190,32.13,3.31,346.71,1.84,1.42
syscall,50645371489,820442,9082712152,32694050460,26193107,52,42301193,32.13,3.31,346.72,1.84,1.42
syscall,54890738931,869244,9841403051,35421333048,28380159,55,46649486,32.13,3.31,346.73,1.84,1.42
syscall,59134172880,948759,10598765748,38148892402,30563173,61,50625891,32.13,3.31,346.74,1.84,1.42
syscall,63359685715,996279,11356365381,40872191900,32746714,65,54985540,32.13,3.31,346.75,1.84,1.41
syscall,67610045974,1042616,12114384666,43597698630,34931460,66,59121336,32.13,3.31,346.76,1.84,1.41
syscall,71855404279,1109868,12870934870,46320607369,37112066,69,63242910,32.13,3.31,346.76,1.84,1.41
syscall,76093472730,1160252,13629132769,49046672904,39297348,70,67605982,32.13,3.31,346.76,1.84,1.41
syscall,80326666197,1213840,14386847824,51771224410,41481237,72,71957494,32.13,3.31,346.77,1.84,1.41
syscall,84563479418,1263233,15143731840,54492852782,43662788,74,76252082,32.13,3.31,346.77,1.84,1.41
syscall,88805075609,1323430,15901557680,57220255025,45847081,79,80066046,32.13,3.31,346.78,1.84,1.41
syscall,93053178469,1370937,16659921427,59949430434,48032826,81,83488553,32.13,3.31,346.78,1.84,1.41
syscall,97293801009,1421185,17417353192,62673266264,50215988,84,87681969,32.13,3.31,346.78,1.84,1.41
syscall,101533490041,1492170,18174726451,65400127502,52399067,85,91605922,32.13,3.31,346.79,1.84,1.41
syscall,105780264865,1544094,18932257078,68130897497,54582522,89,93785758,32.13,3.31,346.79,1.84,1.41
syscall,110019422543,1594282,19687897245,70853245879,56760520,90,96484867,32.13,3.31,346.79,1.84,1.41
syscall,114253238877,1656366,20442396241,73571424758,58935164,92,99836629,32.13,3.31,346.8,1.84,1.41
syscall,118490846407,1717389,21200784436,76299406986,61121078,93,104637123,32.13,3.31,346.8,1.84,1.41
syscall,122735225667,1765586,21959637683,79027278678,63308371,96,109434391,32.13,3.31,346.8,1.84,1.41
syscall,126976203840,1812798,22716725032,81749248643,65490567,97,113866224,32.13,3.31,346.8,1.84,1.41
syscall,131224886669,1884013,23473797689,84474048486,67672689,99,118222825,32.13,3.31,346.81,1.84,1.41
syscall,135464999558,1937414,24231386716,87197849312,69856323,101,122582284,32.13,3.31,346.81,1.84,1.41
syscall,139706424448,1986510,24988798244,89920920791,72039553,104,126940925,32.13,3.31,346.81,1.84,1.41
syscall,143970245818,2058367,25753205996,92671908729,74242980,107,131339948,32.13,3.31,346.81,1.84,1.41
syscall,148216015503,2116215,26509953220,95393441611,76424292,113,135694428,32.13,3.31,346.81,1.84,1.4
syscall,152454772973,2165811,27267885024,98118400138,78609001,114,140055994,32.13,3.31,346.82,1.84,1.41
syscall,156697040907,2216879,28026230382,100844516879,80794949,121,144588014,32.13,3.31,346.82,1.84,1.41
syscall,160922304694,2286319,28781679735,103563231912,82972435,123,149369886,32.13,3.3,346.82,1.84,1.4
syscall,165151138503,2339562,29537582146,106281339191,85151293,127,154051852,32.13,3.3,346.82,1.84,1.4
syscall,169402954872,2390233,30296626807,109010038068,87339244,128,158419869,32.13,3.3,346.82,1.84,1.4
syscall,173626996411,2455869,31054094907,111735085605,89522682,131,162778842,32.13,3.3,346.82,1.84,1.4
syscall,177868653427,2516523,31811030684,114457492225,91704644,136,167134560,32.13,3.3,346.82,1.84,1.4
syscall,182098877073,2566935,32566528843,117173990487,93882529,140,171798133,32.13,3.3,346.82,1.84,1.4
syscall,186337750024,2618752,33323911061,119897202416,96065898,142,176592223,32.13,3.3,346.83,1.84,1.4
syscall,190576028932,2687860,34079906103,122617745203,98245303,146,181377546,32.13,3.3,346.83,1.84,1.4
syscall,194817609658,2742509,34837016356,125340040081,100427962,149,186169729,32.13,3.3,346.83,1.84,1.4
syscall,199056251131,2789915,35595180925,128065354715,102613661,151,190649522,32.13,3.3,346.83,1.84,1.4
syscall,203296149028,2860471,36352584908,130790732937,104797045,152,195191372,32.13,3.3,346.83,1.84,1.4
syscall,207510311071,2912261,37107910505,133506951166,106974294,155,199903646,32.13,3.3,346.83,1.84,1.4
syscall,211743536113,2958691,37863827882,136224916268,109153194,156,204688519,32.13,3.3,346.83,1.84,1.4
syscall,215984184198,3012117,38620453223,138945748254,111334087,158,209477764,32.13,3.3,346.83,1.84,1.4
syscall,220219584213,3078262,39376246752,141665357540,113512609,159,214261910,32.13,3.3,346.83,1.84,1.4
syscall,224450586450,3128073,40133596073,144388441164,115695697,162,219055695,32.13,3.3,346.83,1.84,1.4
syscall,228692482330,3175964,40891352648,147112813743,117879954,163,223852274,32.13,3.3,346.84,1.84,1.4
syscall,232927118978,3244716,41648679653,149837902153,120063006,165,228210264,32.13,3.3,346.84,1.84,1.4
